Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Goals),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
Shortlist Resumes for Job Listings,SCRUM-12,10011,Story,To Do,SCRUM,ResumAI,software,Hemant Krishnakumar,712020:d2315bc4-13c9-4eb5-8323-0fe97bca7f84,,Medium,,Faizan Ahmad,712020:d22ea834-7c2b-424e-bb29-7ea02fa2ecbf,Faizan Ahmad,712020:d22ea834-7c2b-424e-bb29-7ea02fa2ecbf,Faizan Ahmad,712020:d22ea834-7c2b-424e-bb29-7ea02fa2ecbf,09/Oct/24 9:09 PM,10/Oct/24 10:34 PM,17/Oct/24 8:47 PM,,,0,,"As a recruiter, I want to shortlist resumes that match my job listings to identify the most qualified candidates for the role.



*Acceptance Tests:* 



# First Acceptance Test: 

Given  that the recruiter is on the List Resumes page with multiple resumes displayed

When  they select some resumes and press the shortlist icon

Then the selected resumes should be added to their shortlist, and a confirmation message should appear



# Second Acceptance Test: 

Given  that the recruiter has not selected any resumes

When  they press the shortlist icon

Then they should receive a message indicating no resumes were selected, and no action should be taken





!image-20241011-023403.png|width=1166,height=857,alt=""image-20241011-023403.png""!",,Faizan Ahmad,,712020:d22ea834-7c2b-424e-bb29-7ea02fa2ecbf,,,,,,,,,,10/Oct/24 10:34 PM;ug:254aada0-aaac-4ca7-957e-358a72aa43d1;image-20241011-023403.png;https://bu-se-team-4.atlassian.net/rest/api/3/attachment/content/10022,,,,,,,,,,,,,,,,,0|i0002f:,,,,,,4.0,,,,,,,,,,,,,,To Do,09/Oct/24 9:09 PM
Profile Management,SCRUM-11,10010,Story,To Do,SCRUM,ResumAI,software,Hemant Krishnakumar,712020:d2315bc4-13c9-4eb5-8323-0fe97bca7f84,,Medium,,Faizan Ahmad,712020:d22ea834-7c2b-424e-bb29-7ea02fa2ecbf,Faizan Ahmad,712020:d22ea834-7c2b-424e-bb29-7ea02fa2ecbf,Faizan Ahmad,712020:d22ea834-7c2b-424e-bb29-7ea02fa2ecbf,09/Oct/24 9:06 PM,10/Oct/24 10:05 PM,17/Oct/24 8:47 PM,,,0,,"As a user, I want to be able to manage and update my profile details, so that my information is accurate and up to date within the system.

 *Acceptance Tests:* 

# First Acceptance Test: 

Given that the user is on the Manage Profile page

When they update their account details (name, date of birth) and press the update button

Then their profile should be updated, and a confirmation message should display the updated information.


# Second Acceptance Test: 

Given  that the user leaves the required fields blank

When they press the update button

Then they should see validation error messages, and the profile should not be updated.



!image-20241011-003059.png|width=922,height=1085,alt=""image-20241011-003059.png""!",,Faizan Ahmad,,712020:d22ea834-7c2b-424e-bb29-7ea02fa2ecbf,,,,,,,,,,10/Oct/24 8:31 PM;ug:254aada0-aaac-4ca7-957e-358a72aa43d1;image-20241011-003059.png;https://bu-se-team-4.atlassian.net/rest/api/3/attachment/content/10002,,,,,,,,,,,,,,,,,0|i00027:,,,,,,4.0,,,,,,,,,,,,,,To Do,09/Oct/24 9:06 PM
View Resume Analysis Results,SCRUM-10,10009,Story,To Do,SCRUM,ResumAI,software,Hemant Krishnakumar,712020:d2315bc4-13c9-4eb5-8323-0fe97bca7f84,,Medium,,Faizan Ahmad,712020:d22ea834-7c2b-424e-bb29-7ea02fa2ecbf,Faizan Ahmad,712020:d22ea834-7c2b-424e-bb29-7ea02fa2ecbf,Faizan Ahmad,712020:d22ea834-7c2b-424e-bb29-7ea02fa2ecbf,09/Oct/24 9:04 PM,10/Oct/24 10:06 PM,17/Oct/24 8:47 PM,,,0,,"As a user, I want to view the analysis of my uploaded resume to understand how my profile matches my job requirements and areas for improvement

 *Acceptance Tests:* 

# First Acceptance Test: 

Given  that the user is on the View Resume Analysis page and has uploaded resumes

When  the user selects an existing resume

Then they should see the analysis results for that resume, including optimization suggestions


# Second Acceptance Test: 

Given  that the user uploads a new resume on the View Resume Analysis page

When  the upload is complete

Then they should see the analysis for the new resume without navigating away from the page



!image-20241011-020622.png|width=1295,height=772,alt=""image-20241011-020622.png""!",,Faizan Ahmad,,712020:d22ea834-7c2b-424e-bb29-7ea02fa2ecbf,,,,,,,,,,10/Oct/24 10:06 PM;ug:254aada0-aaac-4ca7-957e-358a72aa43d1;image-20241011-020622.png;https://bu-se-team-4.atlassian.net/rest/api/3/attachment/content/10014,,,,,,,,,,,,,,,,,0|i0001z:,,,,,,4.0,,,,,,,,,,,,,,To Do,09/Oct/24 9:04 PM
Apply to Job Listings ,SCRUM-9,10008,Story,To Do,SCRUM,ResumAI,software,Hemant Krishnakumar,712020:d2315bc4-13c9-4eb5-8323-0fe97bca7f84,,Medium,,Jaindra Parvathaneni,712020:f96baa6b-c9a0-4748-a4f1-cfc870253d55,Jaindra Parvathaneni,712020:f96baa6b-c9a0-4748-a4f1-cfc870253d55,Jaindra Parvathaneni,712020:f96baa6b-c9a0-4748-a4f1-cfc870253d55,09/Oct/24 2:43 PM,10/Oct/24 10:31 PM,17/Oct/24 8:47 PM,,,0,," Description: As a job seeker, I want to be able to apply to job listings with my uploaded resume so that I can increase my chances of being considered for a role.  
     - Task 1: As a developer, I want to implement an API that allows users to apply to job listings using Fastify.
     - Task 2: As a frontend developer, I want to create an ""Apply"" button on job listing pages using React and Material UI, so that users can easily apply to jobs.



!image-20241011-023134.png|width=1081,height=925,alt=""image-20241011-023134.png""!",,,,,,,,,,,,,,10/Oct/24 10:31 PM;ug:254aada0-aaac-4ca7-957e-358a72aa43d1;image-20241011-023134.png;https://bu-se-team-4.atlassian.net/rest/api/3/attachment/content/10021,,,,,,,,,,,,,,,,,0|i0001r:,,,,,,4.0,,,,,,,,,,,,,,To Do,09/Oct/24 2:43 PM
User Authentication and Login,SCRUM-8,10007,Story,To Do,SCRUM,ResumAI,software,Hemant Krishnakumar,712020:d2315bc4-13c9-4eb5-8323-0fe97bca7f84,,Medium,,Jaindra Parvathaneni,712020:f96baa6b-c9a0-4748-a4f1-cfc870253d55,Jaindra Parvathaneni,712020:f96baa6b-c9a0-4748-a4f1-cfc870253d55,Jaindra Parvathaneni,712020:f96baa6b-c9a0-4748-a4f1-cfc870253d55,09/Oct/24 2:42 PM,10/Oct/24 9:05 PM,17/Oct/24 8:47 PM,,,0,,"Description: As a registered user, I want to log in using my credentials so that I can access my personalized dashboard and other features securely.  
     - Task 1: As a developer, I want to set up user authentication with Keycloak and OAuth 2.0, so that secure login is enabled.
     - Task 2: As a frontend developer, I want to design the login page using React and Material UI, so that users can log in easily.





!image-20241011-003020.png|width=922,height=1085,alt=""image-20241011-003020.png""!",,,,,,,,,,,,,,10/Oct/24 8:30 PM;ug:254aada0-aaac-4ca7-957e-358a72aa43d1;image-20241011-003020.png;https://bu-se-team-4.atlassian.net/rest/api/3/attachment/content/10001,,,,,,,,,,,,,,,,,0|i0001j:,,,,,,3.0,,,,,,,,,,,,,,To Do,09/Oct/24 2:42 PM
User Account Creation ,SCRUM-7,10006,Story,To Do,SCRUM,ResumAI,software,Hemant Krishnakumar,712020:d2315bc4-13c9-4eb5-8323-0fe97bca7f84,,Medium,,Jaindra Parvathaneni,712020:f96baa6b-c9a0-4748-a4f1-cfc870253d55,Jaindra Parvathaneni,712020:f96baa6b-c9a0-4748-a4f1-cfc870253d55,Jaindra Parvathaneni,712020:f96baa6b-c9a0-4748-a4f1-cfc870253d55,09/Oct/24 2:42 PM,10/Oct/24 9:05 PM,17/Oct/24 8:47 PM,,,0,,"
Description: As a potential user, I want to be able to create an account by providing my basic information, so that I can gain access to the system's features and manage my profile.  

# Task 1: As a developer, I want to implement an API endpoint for user creation using Fastify, so that users can register to the system.
# Task 2: As a frontend developer, I want to design and integrate the user registration form using React and Material UI, so that the user can input their information easily.





!image-20241011-002844.png|width=922,height=1085,alt=""image-20241011-002844.png""!",,,,,,,,,,,,,,10/Oct/24 8:29 PM;ug:254aada0-aaac-4ca7-957e-358a72aa43d1;image-20241011-002844.png;https://bu-se-team-4.atlassian.net/rest/api/3/attachment/content/10000,,,,,,,,,,,,,,,,,0|i0001b:,,,,,,3.0,,,,,,,,,,,,,,To Do,09/Oct/24 2:42 PM
Search for Job Opportunities  ,SCRUM-6,10005,Story,To Do,SCRUM,ResumAI,software,Hemant Krishnakumar,712020:d2315bc4-13c9-4eb5-8323-0fe97bca7f84,,Medium,,amrreddy,712020:7b2e8c0f-c75e-4452-8954-649f9f9e4e78,amrreddy,712020:7b2e8c0f-c75e-4452-8954-649f9f9e4e78,amrreddy,712020:7b2e8c0f-c75e-4452-8954-649f9f9e4e78,08/Oct/24 8:35 PM,10/Oct/24 10:22 PM,17/Oct/24 8:47 PM,,,0,,"Description: As a job seeker, I want to search for available job opportunities based on my skills and preferences, so that I can apply to relevant positions.



Task 1: As a developer, I want to implement job search functionality using Fastify and Prisma. 

Task 2: As a frontend developer, I want to create a search interface with filters using React and Material UI, so that users can easily search for jobs.

!image-20241011-022221.png|width=1255,height=797,alt=""image-20241011-022221.png""!",,amrreddy,,712020:7b2e8c0f-c75e-4452-8954-649f9f9e4e78,,,,,,,,,,10/Oct/24 10:22 PM;ug:254aada0-aaac-4ca7-957e-358a72aa43d1;image-20241011-022221.png;https://bu-se-team-4.atlassian.net/rest/api/3/attachment/content/10019,,,,,,,,,,,,,,,,,0|i00013:,,,,,,3.0,,,,,,,,,,,,,,To Do,08/Oct/24 8:35 PM
Upload Resume ,SCRUM-5,10004,Story,To Do,SCRUM,ResumAI,software,Hemant Krishnakumar,712020:d2315bc4-13c9-4eb5-8323-0fe97bca7f84,,Medium,,amrreddy,712020:7b2e8c0f-c75e-4452-8954-649f9f9e4e78,amrreddy,712020:7b2e8c0f-c75e-4452-8954-649f9f9e4e78,amrreddy,712020:7b2e8c0f-c75e-4452-8954-649f9f9e4e78,08/Oct/24 8:34 PM,10/Oct/24 9:49 PM,09/Oct/24 4:15 PM,,,0,,"Description: As a user, I want to be able to upload my resume in a standard format, so that the system can analyze my information and provide relevant insights for potential job opportunities.



Task 1: As a developer, I want to create an API endpoint for resume uploads using Fastify, so that users can upload their resumes.

Task 2: As a frontend developer, I want to design the resume upload form using React and Material UI, so that users can submit their resumes conveniently.



!image-20241011-014910.png|width=1091,height=917,alt=""image-20241011-014910.png""!",,amrreddy,,712020:7b2e8c0f-c75e-4452-8954-649f9f9e4e78,,,,,,,,,,10/Oct/24 9:49 PM;ug:254aada0-aaac-4ca7-957e-358a72aa43d1;image-20241011-014910.png;https://bu-se-team-4.atlassian.net/rest/api/3/attachment/content/10011,,,,,,,,,,,,,,,,,0|i0000j:,,,,,,3.0,,,,,,,,,,,,,,To Do,08/Oct/24 8:34 PM
Dashboard Overview Layout ,SCRUM-4,10003,Story,To Do,SCRUM,ResumAI,software,Hemant Krishnakumar,712020:d2315bc4-13c9-4eb5-8323-0fe97bca7f84,,Medium,,amrreddy,712020:7b2e8c0f-c75e-4452-8954-649f9f9e4e78,amrreddy,712020:7b2e8c0f-c75e-4452-8954-649f9f9e4e78,amrreddy,712020:7b2e8c0f-c75e-4452-8954-649f9f9e4e78,08/Oct/24 8:32 PM,15/Oct/24 2:26 PM,17/Oct/24 8:47 PM,,,0,Frontend,"Description: As a user, I want to see a clear and intuitive dashboard layout upon logging in, so that I can easily navigate through the system's features and access relevant information.



Task 1: As a frontend developer, I want to design the dashboard layout using React and Material UI, so that the user interface is user friendly.

Task 2: As a developer, I want to fetch user specific data from the backend using Prisma, so that the dashboard displays relevant information.


!image-20241011-050136.png|width=1239,height=807,alt=""image-20241011-050136.png""!",,amrreddy,,712020:7b2e8c0f-c75e-4452-8954-649f9f9e4e78,,,,,,,,,,11/Oct/24 1:01 AM;ug:254aada0-aaac-4ca7-957e-358a72aa43d1;image-20241011-050136.png;https://bu-se-team-4.atlassian.net/rest/api/3/attachment/content/10023,,,,,,,,,,,,,,,,,0|i0000n:,,,,,,3.0,,,,,,,,,,,,,,To Do,08/Oct/24 8:32 PM
Make a Payment  ,SCRUM-3,10002,Story,To Do,SCRUM,ResumAI,software,Hemant Krishnakumar,712020:d2315bc4-13c9-4eb5-8323-0fe97bca7f84,,Medium,,Hemant Krishnakumar,712020:d2315bc4-13c9-4eb5-8323-0fe97bca7f84,Hemant Krishnakumar,712020:d2315bc4-13c9-4eb5-8323-0fe97bca7f84,Hemant Krishnakumar,712020:d2315bc4-13c9-4eb5-8323-0fe97bca7f84,08/Oct/24 7:40 PM,10/Oct/24 9:00 PM,10/Oct/24 8:32 PM,,,0,,"As a user or recruiter, I want to make payments securely for the chosen subscription plan so that I can continue using the services without interruption.

 

Task 1: API for Payment  

As a developer, I want to integrate a payment gateway (Stripe/PayPal) with Fastify, so that users can make payments securely.

  

Task 2: Frontend Payment Form  

As a frontend developer, I want to create a payment form using React and Material UI, so that users can input their payment details.



!image-20241011-010007.png|width=1110,height=901,alt=""image-20241011-010007.png""!",,,,,,,,,,,,,,10/Oct/24 9:00 PM;ug:254aada0-aaac-4ca7-957e-358a72aa43d1;image-20241011-010007.png;https://bu-se-team-4.atlassian.net/rest/api/3/attachment/content/10005,,,,,,,,,,,,,,,,,0|i0000f:,,,,,,2.0,,,,,,,,,,,,,,To Do,08/Oct/24 7:40 PM
Unsubscribe from a Plan ,SCRUM-2,10001,Story,To Do,SCRUM,ResumAI,software,Hemant Krishnakumar,712020:d2315bc4-13c9-4eb5-8323-0fe97bca7f84,,Medium,,Hemant Krishnakumar,712020:d2315bc4-13c9-4eb5-8323-0fe97bca7f84,Hemant Krishnakumar,712020:d2315bc4-13c9-4eb5-8323-0fe97bca7f84,Hemant Krishnakumar,712020:d2315bc4-13c9-4eb5-8323-0fe97bca7f84,08/Oct/24 7:40 PM,10/Oct/24 8:59 PM,10/Oct/24 8:32 PM,,,0,,"As a user or recruiter, I want to be able to unsubscribe from my current plan when I no longer need it, so that I stop recurring payments.

 

Task 1: API for Unsubscription  

As a developer, I want to create an API to handle unsubscriptions using Fastify.

 

Task 2: Frontend Unsubscription Interface  

As a front-end developer, I want to add an ""Unsubscribe"" button to the user’s profile page using React and Material UI, so that users can easily unsubscribe from their plan.





!image-20241011-005940.png|width=1110,height=901,alt=""image-20241011-005940.png""!",,,,,,,,,,,,,,10/Oct/24 8:59 PM;ug:254aada0-aaac-4ca7-957e-358a72aa43d1;image-20241011-005940.png;https://bu-se-team-4.atlassian.net/rest/api/3/attachment/content/10004,,,,,,,,,,,,,,,,,0|i00007:,,,,,,3.0,,,,,,,,,,,,,,To Do,08/Oct/24 7:40 PM
Subscribe to a Plan ,SCRUM-1,10000,Story,To Do,SCRUM,ResumAI,software,Hemant Krishnakumar,712020:d2315bc4-13c9-4eb5-8323-0fe97bca7f84,,Medium,,Hemant Krishnakumar,712020:d2315bc4-13c9-4eb5-8323-0fe97bca7f84,Hemant Krishnakumar,712020:d2315bc4-13c9-4eb5-8323-0fe97bca7f84,Hemant Krishnakumar,712020:d2315bc4-13c9-4eb5-8323-0fe97bca7f84,08/Oct/24 7:39 PM,10/Oct/24 8:50 PM,10/Oct/24 8:32 PM,,,0,,"As a user or recruiter, I want to be able to subscribe to a suitable plan so that I can access premium features and functionalities offered by the platform.

 

 

Task 1: API for Subscription  

As a developer, I want to implement subscription functionality using Fastify, integrating with a payment gateway (Stripe/PayPal).

 

Task 2: Frontend Subscription Management  

As a front-end developer, I want to design a subscription management interface using React and Material UI, so that users can easily subscribe to different plans.



!image-20241011-005023.png|width=1245,height=803,alt=""image-20241011-005023.png""!",,,,,,,,,,,,,,10/Oct/24 8:50 PM;ug:254aada0-aaac-4ca7-957e-358a72aa43d1;image-20241011-005023.png;https://bu-se-team-4.atlassian.net/rest/api/3/attachment/content/10003,,,,,,,,,,,,,,,,,0|hzzzzz:,,,,,,3.0,,,,,,,,,,,,,,To Do,08/Oct/24 7:39 PM
